X,Y
0.5890258369360444,0.3914107374583305
0.555590651514072,0.3882758721612325
0.540476391932176,0.38339765996688197
0.5609236761449172,0.37896527247326617
0.5808128862206536,0.37389042837678793
0.6080814408058721,0.37061925030545784
0.621982994897921,0.365205971915453
0.6272379624191764,0.35911155176973164
0.6244642632909674,0.35261847290432563
0.6122591445296015,0.3466004285660709
0.6116727664007588,0.33934115290947936
0.6201569404083345,0.3327007735418999
0.6241510114530997,0.32763365872872663
0.6121677214021854,0.3216042215057798
0.6115932224978278,0.31433903855344597
0.6158841477830617,0.3073216676574693
0.6194868947384826,0.30314692493899587
0.6112506611870616,0.29680643443119215
0.5996530489296075,0.29121197272418725
0.5959056729163708,0.2841243534657114
0.5958724371391972,0.27685690763438
0.5906303975488805,0.27080653192497584
0.5918639537940771,0.26538494705676324
0.5958879965812862,0.25912267424713364
0.5920378104402135,0.2527989685883292
0.5805285526858062,0.24661560032490593
0.5802181453361164,0.2393389585035731
0.5801455710648229,0.23209671500366774
0.5703654610876523,0.22681089724005601
0.5441716772509051,0.2229425000737636
0.522972032386317,0.21859975177924698
0.4897443989821939,0.21580006788237172
0.4606678036392928,0.21232762216608517
0.42612734560429644,0.2097673776186463
0.38921360314412246,0.20746970231432357
0.34758306041127573,0.20559471852409592
0.3107226095478981,0.20318056660004735
0.27335345391759125,0.20098765000065735
0.23333250213528833,0.19863800879470267
0.20026860054733442,0.19591286459664828
0.16377271628191448,0.1933275112710382
0.1319277474474143,0.1903514577956132
0.09860372717389376,0.187313574959828
0.06365751614561743,0.18477973492466587
0.031854068288759585,0.18133183313557397
0.004949598373686026,0.17729929568123853
0.0,0.17026059218992393
0.0067941915408265,0.16343825593112446
0.020445044645955868,0.1579642642913181
0.04242400459085793,0.1534424124622484
0.05203564145539019,0.1475938665679839
0.07407182759795239,0.14304595720451985
0.0895774792064219,0.13771225579918456
0.11179270704510591,0.1334639040973147
0.13638328546326584,0.12916899690606576
0.15887722757178135,0.12512679938076782
0.17722788616522012,0.1202778658064857
0.19661069289517474,0.11544623607761133
0.22324994287035738,0.11149650931428771
0.2541595021236205,0.109444564043506
0.2743047451114746,0.10780444155061863
0.32075280159939323,0.10594675919053685
0.3631674438893957,0.10449409981642735
0.4126442357173521,0.10369658652612405
0.4563514368561856,0.10200686240191716
0.5099290098781135,0.1017819335507122
0.5523545923436814,0.10032024190571566
0.6053939636419576,0.09992038237025812
0.6432098705913014,0.10120432900790337
0.6807100714320882,0.09960904909247288
0.7245712985995261,0.09784646286012758
0.779360495813914,0.09768423288904048
0.8280208988201658,0.09725051819751422
0.8741366725568032,0.09568017472277836
0.9224865497284647,0.0951615956183081
0.9639540279494954,0.09334698628816399
0.9864273787396409,0.08996627931642488
0.9804594583748396,0.08506873392761474
0.9448446682043552,0.08293943540730511
0.8988549970879096,0.08150795206104189
0.8588428347070756,0.07921977830767105
0.8389726540738525,0.07464583886435253
0.8040782256586008,0.07215507866342077
0.7655621018386904,0.07019107015127979
0.7242550086149038,0.06830742146578174
0.6834036692183143,0.06623241395409665
0.6510519456128603,0.06264164785988338
0.6429761415294748,0.055883505168631956
0.6429489507865362,0.04859857250039147
0.6449386682476903,0.04139969796408041
0.6575715267289279,0.03572462349637662
0.6586302357448335,0.02881283022929131
0.6585866072323334,0.02155492732843162
0.6518669344041492,0.015633527795130317
0.6427095761968555,0.009184446473531036
0.6306518876491207,0.003907109364953538
0.6104615024173099,0.0
